fnummer,personstatus,fornavn,etternavn,kjoenn,foedselsdato,postnummer
05897899584,BOSATT,Autorisert,Agurk,MANN,1978-09-05,7037
05909799971,BOSATT,Livlig,Kant,MANN,1997-10-05,3184
06815497714,BOSATT,Utmerket,Doning,MANN,1954-01-06,4737
06815697675,BOSATT,Geometrisk,Finale,KVINNE,1956-01-06,1940
06819598299,BOSATT,Kjempende,Pumpe,KVINNE,1995-01-06,2208
06822949116,BOSATT,Oversiktlig,Bukspyttkjertel,MANN,1929-02-06,6070
06824998807,BOSATT,Lett,Kalender,KVINNE,1949-02-06,4828
06826799887,BOSATT,Løsningsorientert,Blåveis,KVINNE,1967-02-06,6600
06829398751,BOSATT,Tøff,Kork,MANN,1993-02-06,1350
06834399251,BOSATT,Egoistisk,Felle,KVINNE,1943-03-06,7340
06834698844,BOSATT,Kul,Detalj,KVINNE,1946-03-06,8470
06848999774,BOSATT,Usnobbet,Frukt,MANN,1989-04-06,3812
06849397352,BOSATT,Dyrebar,Lampe,MANN,1993-04-06,2662
06857598545,BOSATT,Freidig,Onsdag,MANN,1975-05-06,3290
06860096976,BOSATT,Human,Stammor,MANN,2000-06-06,4810
06860499078,BOSATT,Reflekterende,Blad,KVINNE,2004-06-06,1963
06864098728,BOSATT,Sentral,Korgstol,MANN,1940-06-06,5529
06866996812,BOSATT,Sta,Farfar,KVINNE,1969-06-06,9446
06869699649,BOSATT,Lyselilla,Ferd,KVINNE,1996-06-06,1622
06870499572,BOSATT,Flyktig,Fotosyntese,MANN,2004-07-06,0776
06878499598,BOSATT,Nøytral,Puddel,MANN,1984-07-06,0377
06882948372,BOSATT,Sigen,Snøball,MANN,1929-08-06,9514
06887197405,BOSATT,Proaktiv,Krets,KVINNE,1971-08-06,6525
06887599732,BOSATT,Troverdig,Talltegn,MANN,1975-08-06,2614
06888695840,BOSATT,Analyserende,Lue,KVINNE,1986-08-06,1963
06891148710,BOSATT,Kompatibel,Platina,MANN,1911-09-06,6390
06894597575,BOSATT,Parat,Helgen,MANN,1945-09-06,8618
06895397642,BOSATT,Oransje,Budeie,KVINNE,1953-09-06,1430
06895699282,BOSATT,Akrobatisk,Bagatell,KVINNE,1956-09-06,8004
06899398287,BOSATT,Utydelig,Handlingsrom,KVINNE,1993-09-06,3732
06900149504,BOSATT,Materialistisk,Jeksel,MANN,1901-10-06,3660
06900499238,BOSATT,Aktpågivende,Sum,KVINNE,2004-10-06,3611
06904497582,BOSATT,Tydelig,Banjo,MANN,1944-10-06,1672
06904498538,BOSATT,Pen,Måneferd,MANN,1944-10-06,4460
06908598995,UTFLYTTET,Skånsom,Opplag,MANN,1985-10-06,1811
06909399341,UTFLYTTET,Jordisk,Skorpion,MANN,1993-10-06,3158
06910498515,BOSATT,Innesluttet,Leopard,MANN,2004-11-06,5200
06914898097,BOSATT,Mange,Hybelkanin,KVINNE,1948-11-06,0785
06916595377,BOSATT,Sist,Pyjamasbukse,MANN,1965-11-06,9446
06923849929,BOSATT,Ærlig,Salt,MANN,1938-12-06,1052
06929197621,BOSATT,Kursiv,Niese,KVINNE,1991-12-06,3960
07814198485,BOSATT,Gåen,Jordbruker,KVINNE,1941-01-07,4022
07814598882,BOSATT,Oppklarende,Erklæring,KVINNE,1945-01-07,5550
07815398526,BOSATT,Ærlig,Brille,MANN,1953-01-07,3050
07816996559,BOSATT,Diverse,Platina,MANN,1969-01-07,9446
07818697346,BOSATT,Humoristisk,Klippe,MANN,1986-01-07,1529
07818798827,BOSATT,Familiær,Fjernsyn,KVINNE,1987-01-07,5986
07819597787,BOSATT,Underfundig,Grandtante,MANN,1995-01-07,3830
07821799451,BOSATT,Venstre,Morene,KVINNE,2017-02-07,1940
07829598218,BOSATT,Idiotsikker,Jord,KVINNE,1995-02-07,5532
07829598722,BOSATT,Sjokkert,Kulepenn,MANN,1995-02-07,7716
07831049744,BOSATT,Perfekt,Motordel,MANN,1910-03-07,3715
07833049881,BOSATT,Våken,Bart,KVINNE,1930-03-07,3614
07833349400,BOSATT,Flink,Boom,KVINNE,1933-03-07,6393
07833449340,BOSATT,Unyttig,Bukse,MANN,1934-03-07,6630
07835697260,BOSATT,Sofistikert,Omsetning,KVINNE,1956-03-07,3804
07838397292,BOSATT,Løsningsorientert,Fyrstinne,KVINNE,1983-03-07,0785
07839297704,BOSATT,Nervøs,Tommel,MANN,1992-03-07,1940
07845296493,BOSATT,Spettete,Spesialist,KVINNE,1952-04-07,4631
07845397974,BOSATT,Rolig,Havsvale,MANN,1953-04-07,2069
07845699261,BOSATT,Bevisst,Komfyr,KVINNE,1956-04-07,7760
07848798392,BOSATT,Grunn,Meny,MANN,1987-04-07,0257
07849199875,BOSATT,Lei,Domstol,KVINNE,1991-04-07,8520
07849599253,BOSATT,Konkurransedyktig,Filmstjerne,KVINNE,1995-04-07,5337
07854098262,BOSATT,Innbringende,Fakir,KVINNE,1940-05-07,1560
07857698252,BOSATT,Bløt,Gåstol,KVINNE,1976-05-07,4460
07868498905,BOSATT,Iherdig,Kontorbygg,MANN,1984-06-07,6218
07869998413,BOSATT,Akselererende,Artisjokk,KVINNE,1999-06-07,4630
07870599794,BOSATT,Typisk,Dreng,MANN,2005-07-07,2022
07889099490,BOSATT,Treig,Helgen,KVINNE,1990-08-07,6475
07896795834,BOSATT,Åpen,Fange,KVINNE,1967-09-07,7507
07899197814,BOSATT,Intelligent,Bukspyttkjertel,KVINNE,1991-09-07,0580
07906499821,BOSATT,Uavhengig,Pære,KVINNE,1964-10-07,6993
07910099889,BOSATT,Konsentrisk,Sild,KVINNE,2000-11-07,0674
07910598303,BOSATT,Utstrakt,Toppvinkel,MANN,2005-11-07,4737
07912849192,UTFLYTTET,Konge,Kork,MANN,1928-11-07,0690
07919898814,BOSATT,Idiotsikker,Arkiv,KVINNE,1998-11-07,5310
07920198672,BOSATT,Idiotsikker,Aluminium,KVINNE,2001-12-07,9845
07922949950,BOSATT,Optimistisk,Frostnatt,MANN,1929-12-07,0489
07926598605,BOSATT,Optimistisk,Anarkist,KVINNE,1965-12-07,0658
07926797349,BOSATT,Spesifikk,Fabrikk,MANN,1967-12-07,9845
07929097720,BOSATT,Autorisert,Fisk,MANN,1990-12-07,1657
07929798974,BOSATT,Sliten,Puddel,MANN,1997-12-07,5225
08815897332,BOSATT,Smidig,Natur,MANN,1958-01-08,3280
08816696535,BOSATT,Samtidig,Grapefrukt,MANN,1966-01-08,4010
08821399093,BOSATT,Skjønn,Granitt,KVINNE,2013-02-08,1684
08822749152,BOSATT,Alternativ,Komedie,MANN,1927-02-08,4621
08824597341,BOSATT,Matematisk,Betaling,MANN,1945-02-08,0664
08825499874,BOSATT,Uglesett,Bringe,KVINNE,1954-02-08,3023
08826095726,BOSATT,Passiv,Opplag,MANN,1960-02-08,5517
08828097793,BOSATT,Nøytral,Unnselig,MANN,1980-02-08,6414
08829697484,BOSATT,Lystig,Hankatt,KVINNE,1996-02-08,0870
08829798612,BOSATT,Vennlig,Frende,KVINNE,1997-02-08,3950
08837496854,BOSATT,Mange,Fyrstinne,KVINNE,1974-03-08,6518
08839998644,BOSATT,Turkis,Antikvitet,KVINNE,1999-03-08,4639
08847798999,BOSATT,Stridlynt,Dagelev,MANN,1977-04-08,7372
08849699637,BOSATT,Samarbeidsvillig,Allehånde,KVINNE,1996-04-08,2674
08859999256,BOSATT,Gåen,Pris,KVINNE,1999-05-08,5307
08863249822,BOSATT,Oppfarende,Service,KVINNE,1932-06-08,6630
08869399907,BOSATT,Genierklært,Trommis,MANN,1993-06-08,3480
08870898720,BOSATT,Naturlig,Delegasjon,MANN,2008-07-08,1165
08879997578,BOSATT,Inkluderende,Trekkfugl,MANN,1999-07-08,7900
08880099729,BOSATT,Rimelig,Marg,MANN,2000-08-08,4311
08882549837,BOSATT,Usnobbet,Akvarell,KVINNE,1925-08-08,8530
08904299600,BOSATT,Grei,Kanne,KVINNE,1942-10-08,8540
08908299028,BOSATT,Oppgitt,Artisjokk,KVINNE,1982-10-08,2318
08911898919,BOSATT,Foretaksom,Kostnad,MANN,2018-11-08,6390
08914995605,BOSATT,Sjokkert,Farge,KVINNE,1949-11-08,1407
08924099578,BOSATT,Hensynsfull,Tre,MANN,1940-12-08,7020
09810349767,BOSATT,Stolt,Dråpe,MANN,1903-01-09,9445
09813449177,BOSATT,Skjør,Kalender,MANN,1934-01-09,3613
09816597851,BOSATT,Hardhudet,Bas,KVINNE,1965-01-09,1470
09836899471,BOSATT,Falsk,Bankboks,KVINNE,1968-03-09,7018
09837298439,BOSATT,Gild,Rygg,KVINNE,1972-03-09,5585
09837597274,BOSATT,Samarbeidsvillig,Dagbot,KVINNE,1975-03-09,3933
09846998184,BOSATT,Ukjent,Damesykkel,MANN,1969-04-09,6686
09849697908,BOSATT,Underlig,Hamster,MANN,1996-04-09,9023
09851199575,BOSATT,Oppgitt,Orientering,MANN,2011-05-09,3660
09854697371,BOSATT,God,Krampe,MANN,1946-05-09,2340
09854997758,BOSATT,Våken,Andrefiolin,MANN,1949-05-09,4828
09857695779,BOSATT,Uromantisk,Grønnsisik,MANN,1976-05-09,1266
09859499705,BOSATT,Storartet,Feber,MANN,1994-05-09,1086
09865497781,BOSATT,Vrien,Tann,MANN,1954-06-09,3965
09886397345,BOSATT,Real,Rulletrapp,MANN,1963-08-09,7242
09887096527,BOSATT,Ulik,Kaktus,MANN,1970-08-09,1930
09887998849,BOSATT,Realistisk,Bjørkefink,KVINNE,1979-08-09,0750
09888197521,BOSATT,Uvanlig,Fordypning,MANN,1981-08-09,1526
09899499937,BOSATT,Klam,Skatoll,MANN,1994-09-09,1385
09899597785,BOSATT,Nøytral,Kjenning,MANN,1995-09-09,6153
09907095328,BOSATT,Dyrebar,Bøylehest,MANN,1970-10-09,3804
09908398022,BOSATT,Åpen,Porto,KVINNE,1983-10-09,2020
09915498806,BOSATT,Livsglad,Storskjerm,KVINNE,1954-11-09,9950
09917896744,BOSATT,Ru,Duk,MANN,1978-11-09,3617
09921248676,BOSATT,Munter,Juvel,KVINNE,1912-12-09,0489
09924299549,BOSATT,Gratis,Jukeboks,MANN,1942-12-09,4878
10812348626,BOSATT,Sein,Kontorbygg,KVINNE,1923-01-10,1163
10814897988,BOSATT,Reservert,Løvetann,MANN,1948-01-10,3812
10818298779,BOSATT,Internasjonal,Firkant,MANN,1982-01-10,3616
10823749088,BOSATT,Rakrygget,Pendel,KVINNE,1937-02-10,0196
10827198558,BOSATT,Jordnær,Jak,MANN,1971-02-10,1386
10836298298,BOSATT,Populær,Industri,KVINNE,1962-03-10,3610
10836398209,BOSATT,Ru,Legg,KVINNE,1963-03-10,1481
10837198386,BOSATT,Overeksponert,Sitronsyre,MANN,1971-03-10,3613
10839699110,BOSATT,Lun,Ape,MANN,1996-03-10,0593
10839797392,BOSATT,Romantisk,Halvsøsken,MANN,1997-03-10,3183
10852949223,BOSATT,Eksplosiv,Plasma,KVINNE,1929-05-10,7690
10853549520,BOSATT,Mye,Seilbåt,MANN,1935-05-10,4022
10855696717,BOSATT,Overmodig,Herre,MANN,1956-05-10,6015
10856598654,BOSATT,Vakker,Billettluke,KVINNE,1965-05-10,4006
10860248870,BOSATT,Oppstemt,Regnskog,KVINNE,1902-06-10,2618
10863149709,BOSATT,Flink,Dronning,MANN,1931-06-10,1481
10867596823,BOSATT,Lojal,Veranda,KVINNE,1975-06-10,2312
10868998836,BOSATT,Påtroppende,Myrsnipe,KVINNE,1989-06-10,1338
10873949908,BOSATT,Gøyal,Plomme,MANN,1939-07-10,4045
10874397429,BOSATT,Langfingret,Ringdue,KVINNE,1943-07-10,7760
10876196145,BOSATT,Urolig,Motordel,MANN,1961-07-10,3235
10876296409,BOSATT,Salig,Sild,KVINNE,1962-07-10,4013
10876394842,BOSATT,Umake,Fagressurs,KVINNE,1963-07-10,2022
10886896595,BOSATT,Opprettholdende,Flaske,MANN,1968-08-10,3616
10893449650,BOSATT,Hel,Kategori,KVINNE,1934-09-10,6006
10899198625,BOSATT,Bra,Anke,KVINNE,1991-09-10,5200
10902649773,BOSATT,Bløt,Blokkfløyte,MANN,1926-10-10,4308
10908499048,BOSATT,Samlet,Takke,KVINNE,1984-10-10,4311
10909998781,BOSATT,Varsom,Badebukse,MANN,1999-10-10,3050
10916497151,BOSATT,Forståelsesfull,Geithams,MANN,1964-11-10,1680
10920698250,BOSATT,Umotivert,Sans,KVINNE,2006-12-10,6600
10921096939,BOSATT,Trekantet,Dunkjevle,MANN,2010-12-10,6817
10923249627,BOSATT,Gøyal,Spesialist,KVINNE,1932-12-10,3743
10925096860,BOSATT,Tilbakeholden,Diode,KVINNE,1950-12-10,2608
10926996857,BOSATT,Lun,Evaluering,KVINNE,1969-12-10,6240
10928099569,BOSATT,Sentral,Cosinus,MANN,1980-12-10,2030
10929399620,BOSATT,Fryktsom,Busse,KVINNE,1993-12-10,1718
11813448604,BOSATT,Stolt,By,KVINNE,1934-01-11,4073
11813649006,BOSATT,Tru,Stasjonsvogn,KVINNE,1936-01-11,3050
11816799459,BOSATT,Ufruktbar,Legevakt,KVINNE,1967-01-11,1684
11817595938,BOSATT,Aktpågivende,Hale,MANN,1975-01-11,4550
11820297646,BOSATT,Klam,Hjelm,KVINNE,2002-02-11,4706
11823548534,BOSATT,Klassisk,Kornsort,MANN,1935-02-11,2387
11828798016,BOSATT,Trygg,Fasade,KVINNE,1987-02-11,6964
11829499047,BOSATT,Nødvendig,Butikk,KVINNE,1994-02-11,4623
11850499901,BOSATT,Umusikalsk,Jolle,MANN,2004-05-11,2022
11859998994,BOSATT,Øvrige,Greve,MANN,1999-05-11,2450
11864598708,BOSATT,Korrekt,Retorikk,MANN,1945-06-11,1339
11864795945,BOSATT,Likegyldig,Arbeidskraft,MANN,1947-06-11,5984
11876097623,BOSATT,Subjektiv,Andakt,KVINNE,1960-07-11,2690
11883549297,BOSATT,Utydelig,Hunkatt,KVINNE,1935-08-11,3617
11888798147,BOSATT,Tørst,Eksplosjon,MANN,1987-08-11,3480
11893249496,BOSATT,Lysegul,Kjede,KVINNE,1932-09-11,2450
11894397014,BOSATT,Allmektig,Borg,KVINNE,1943-09-11,0785
11896998112,BOSATT,Nyttig,Nyre,MANN,1969-09-11,4737
11899298251,BOSATT,Human,Synonym,KVINNE,1992-09-11,9845
11900198215,BOSATT,Samlet,Test,KVINNE,2001-10-11,2056
11907995021,BOSATT,Anonym,Bom,KVINNE,1979-10-11,9300
11915497162,BOSATT,Offisiell,Savanne,MANN,1954-11-11,7600
11918898338,BOSATT,Lattermild,Iskrem,MANN,1988-11-11,1479
11919199638,BOSATT,Flyktig,Adelsmann,KVINNE,1991-11-11,9152
12813349173,BOSATT,Logisk,Herre,MANN,1933-01-12,9006
12816395826,BOSATT,Praktisk,Parfyme,KVINNE,1963-01-12,3173
12823748343,BOSATT,Viljesterk,Vott,MANN,1937-02-12,1484
12825196569,BOSATT,Lilla,Handlingsrom,MANN,1951-02-12,9017
12826696824,BOSATT,Kvadratisk,Veps,KVINNE,1966-02-12,3189
12828297005,UTFLYTTET,Minimalistisk,Bokorm,KVINNE,1982-02-12,1591
12830249662,BOSATT,Ubestikkelig,Bakeri,KVINNE,1902-03-12,3330
12830798887,BOSATT,Kognitiv,Eplekake,KVINNE,2007-03-12,3480
12832549167,BOSATT,Heldig,Trenchcoat,MANN,1925-03-12,1811
12836198326,BOSATT,Sannsynlig,Pyjamas,MANN,1961-03-12,1406
12836199624,BOSATT,Frisk,Flygefisk,KVINNE,1961-03-12,9055
12837295570,BOSATT,Tentativ,Lugg,MANN,1972-03-12,2100
12838499986,BOSATT,Analyserende,Cosinus,MANN,1984-03-12,2848
12839195859,BOSATT,Slakk,Benk,KVINNE,1991-03-12,1604
12843448966,DOED,Allmektig,Etasje,MANN,1934-04-12,0166
12846498530,BOSATT,Slem,Analyse,MANN,1964-04-12,1597
12847496981,BOSATT,Kvart,Bomull,MANN,1974-04-12,0854
12856497818,BOSATT,Kjær,Struts,KVINNE,1964-05-12,3617
12864797480,BOSATT,Riktig,Ankel,KVINNE,1947-06-12,6896
12866596369,BOSATT,Grei,Fjord,MANN,1965-06-12,3610
12866598965,BOSATT,Begeistret,Nettleser,MANN,1965-06-12,1920
12869497892,BOSATT,Nervøs,Livsstil,KVINNE,1994-06-12,3511
12880398944,BOSATT,Overfladisk,Torsdag,MANN,2003-08-12,3480
12882249911,BOSATT,Sliten,Fakkel,MANN,1922-08-12,4550
12889198875,BOSATT,Rosa,Fattigmann,KVINNE,1991-08-12,3520
12890199877,BOSATT,Umoden,Arm,KVINNE,2001-09-12,8016
12900599445,BOSATT,Konsekvent,Bjørn,KVINNE,2005-10-12,3370
12901899698,BOSATT,Diskret,Folk,KVINNE,2018-10-12,8908
12903249372,BOSATT,Personlig,Ellipse,MANN,1932-10-12,1461
12904998204,BOSATT,Sindig,Korgstol,KVINNE,1949-10-12,7039
12911099126,BOSATT,Populær,Kjøttdeig,MANN,2010-11-12,3660
12913349464,BOSATT,Initiativrik,Abonnent,KVINNE,1933-11-12,6628
12917498537,BOSATT,Berikende,Dykker,MANN,1974-11-12,5585
12923648370,BOSATT,Treig,Vott,MANN,1936-12-12,8098
13814896506,BOSATT,Gjensidig,Oppdrett,MANN,1948-01-13,7760
13815896534,BOSATT,Lykkelig,Femkant,MANN,1958-01-13,6520
13817596961,BOSATT,Nesnødd,Kunst,MANN,1975-01-13,0363
13818499773,BOSATT,Sannferdig,Timebu,MANN,1984-01-13,7052
13819598848,BOSATT,Possessiv,Påfunn,KVINNE,1995-01-13,5200
13825895145,BOSATT,Umake,Doning,MANN,1958-02-13,1960
13849098580,BOSATT,Varm,Bjørn,MANN,1990-04-13,8908
13857797919,BOSATT,Sivilisert,Dreng,MANN,1977-05-13,4120
13858397620,BOSATT,Inkluderende,Radiostasjon,KVINNE,1983-05-13,5057
13858699260,BOSATT,Komfortabel,Flom,KVINNE,1986-05-13,1279
13860749909,BOSATT,Djerv,Ekspedisjon,MANN,1907-06-13,9407
13865098205,BOSATT,Konfus,Bass,KVINNE,1950-06-13,4635
13882648707,BOSATT,Sentral,Matte,MANN,1926-08-13,2007
13883549427,BOSATT,Nybakt,Skrivemaskin,KVINNE,1935-08-13,5161
13895899016,BOSATT,Kry,Myntsamling,KVINNE,1958-09-13,1970
13909199101,BOSATT,Ren,Abbed,MANN,1991-10-13,1769
13909598049,BOSATT,Kvart,Matte,KVINNE,1995-10-13,1776
13916896853,BOSATT,Avansert,Kollisjon,KVINNE,1968-11-13,3849
14813248922,BOSATT,Kul,Forskjell,MANN,1932-01-14,1747
14818299770,BOSATT,Rosa,Greve,MANN,1982-01-14,7340
14821299773,BOSATT,Hensiktsmessig,Dugnad,MANN,2012-02-14,3660
14821697736,BOSATT,Konkret,Busstopp,MANN,2016-02-14,3811
14824099635,BOSATT,Aktuell,Oppslutning,KVINNE,1940-02-14,6610
14829596009,BOSATT,Falsk,Klasse,KVINNE,1995-02-14,9104
14830448536,BOSATT,Kreativ,Hjulvisp,MANN,1904-03-14,3303
14831547600,BOSATT,Hensynsløs,Ask,KVINNE,1915-03-14,6390
14839998164,BOSATT,Skamfull,Barista,MANN,1999-03-14,0377
14859698515,BOSATT,Komisk,Ribbe,MANN,1996-05-14,3170
14863049491,BOSATT,Medgjørlig,Fantast,KVINNE,1930-06-14,2412
14864098216,BOSATT,Driftig,Bruksrett,KVINNE,1940-06-14,7015
14866894540,BOSATT,Fyldig,Kvern,MANN,1968-06-14,7043
14872449184,BOSATT,Melankolsk,Bakverk,MANN,1924-07-14,9018
14874996697,BOSATT,Snakkesalig,Hjelm,KVINNE,1949-07-14,0692
14876896037,BOSATT,Fryktsom,Forutsetning,KVINNE,1968-07-14,9845
14897597390,BOSATT,Solid,Stilling,MANN,1975-09-14,2316
14897798892,BOSATT,Sitrongul,Tannbørste,KVINNE,1977-09-14,7580
14898699189,BOSATT,Ukjent,Jerv,MANN,1986-09-14,4022
14899598645,BOSATT,Øde,Krampe,KVINNE,1995-09-14,4170
14902849832,BOSATT,Morsk,Lilje,KVINNE,1928-10-14,3060
14905897072,BOSATT,Uavhengig,Bokstav,KVINNE,1958-10-14,1960
14906699827,BOSATT,Teoretisk,Gravimetri,KVINNE,1966-10-14,1476
14915597786,BOSATT,Masse,Lerketre,MANN,1955-11-14,1781
15812647870,BOSATT,Skapende,Sovepose,KVINNE,1926-01-15,2848
15814597668,BOSATT,Kulturell,Kvern,KVINNE,1945-01-15,4308
15817396736,BOSATT,Sakte,Masekopp,MANN,1973-01-15,6600
15823049460,BOSATT,Akademisk,Hymne,KVINNE,1930-02-15,0785
15823649638,BOSATT,Lidenskapelig,Tann,KVINNE,1936-02-15,4045
15825198315,BOSATT,Smidig,Pianokrakk,MANN,1951-02-15,2004
15854396630,BOSATT,Samarbeidsvillig,Fotkrem,KVINNE,1943-05-15,1963
15856597412,BOSATT,Eksakt,Salt,KVINNE,1965-05-15,4270
15859197180,BOSATT,Unyttig,Konjunksjon,MANN,1991-05-15,3150
15863849478,BOSATT,Prikkete,Kornsirkel,KVINNE,1938-06-15,3123
15864194769,BOSATT,Opprettholdende,Handlingsevne,MANN,1941-06-15,3736
15864997772,BOSATT,Urimelig,Logg,MANN,1949-06-15,0493
15873348922,BOSATT,Lys,Kommode,MANN,1933-07-15,7760
15874099039,BOSATT,Langfingret,Flekk,KVINNE,1940-07-15,6413
15877398797,BOSATT,Sterk,Flette,MANN,1973-07-15,6530
15878296017,BOSATT,Ung,Maur,KVINNE,1982-07-15,6600
15886997385,BOSATT,Memorerende,Bakterie,MANN,1969-08-15,1960
15888996386,BOSATT,Fin,Mais,MANN,1989-08-15,1783
15895099551,BOSATT,Sofistikert,Akselerator,MANN,1950-09-15,4828
15895899256,BOSATT,Kulturell,Dronning,KVINNE,1958-09-15,5516
15898899664,BOSATT,Selvtilfreds,Distanse,KVINNE,1988-09-15,9055
15915997799,BOSATT,Blid,Infeksjon,MANN,1959-11-15,5614
15917294329,BOSATT,Opprett,Adjutant,MANN,1972-11-15,2410
15917396865,BOSATT,Kontrollert,Sekretær,KVINNE,1973-11-15,2460
15924198173,BOSATT,Samarbeidsvillig,Pannekake,MANN,1941-12-15,4022
15926996751,BOSATT,Gild,Hest,MANN,1969-12-15,0654
15927896769,BOSATT,Altetende,List,MANN,1978-12-15,2390
15928298792,BOSATT,Kvadratisk,Dublett,MANN,1982-12-15,4824
16814696581,BOSATT,Oppriktig,Mandag,MANN,1946-01-16,9405
16816995101,BOSATT,Vårlig,Vannmann,MANN,1969-01-16,5763
16826499633,BOSATT,Gratis,Flamme,KVINNE,1964-02-16,3660
16829196356,BOSATT,Legitim,Fødselsdag,MANN,1991-02-16,4007
16829198448,BOSATT,Glad,Klokke,KVINNE,1991-02-16,0379
16833748622,UTFLYTTET,Kompetent,Komfyr,KVINNE,1937-03-16,9303
16835699203,BOSATT,Entusiastisk,Tyggis,KVINNE,1956-03-16,3265
16838198248,BOSATT,Tilfeldig,Våghals,KVINNE,1981-03-16,7760
16839899762,BOSATT,Parat,Frokostblanding,MANN,1998-03-16,1914
16846196785,BOSATT,Alfabetisk,Nattergal,MANN,1961-04-16,4887
16849598744,BOSATT,Kontant,Besteforelder,MANN,1995-04-16,1788
16852749478,BOSATT,Snar,Erklæring,KVINNE,1927-05-16,1812
16853148516,BOSATT,Komfortabel,Regel,MANN,1931-05-16,4332
16856995848,BOSATT,Ungt,Krone,KVINNE,1969-05-16,5550
16862449243,BOSATT,Urolig,Formann,KVINNE,1924-06-16,2280
16866398627,BOSATT,Humoristisk,Evaluering,KVINNE,1963-06-16,7540
16878899532,BOSATT,Kulturell,Kjepphest,MANN,1988-07-16,4380
16878999715,BOSATT,Familiær,Sekretær,MANN,1989-07-16,0491
16883348528,BOSATT,Ravgul,Jungel,MANN,1933-08-16,5161
16886094632,BOSATT,Konge,Bestefar,KVINNE,1960-08-16,7041
16891498334,BOSATT,Spennende,Krem,MANN,2014-09-16,3660
16895796984,BOSATT,Konsekvent,Stasjonsvogn,MANN,1957-09-16,3514
16897698173,BOSATT,Tankefull,Mølle,MANN,1976-09-16,5517
16906298876,BOSATT,Ordentlig,Gyngehest,KVINNE,1962-10-16,7029
16906497933,BOSATT,Hel,Flyvertinne,MANN,1964-10-16,3480
16915698135,BOSATT,Munter,Fruktbutikk,MANN,1956-11-16,1531
16916097011,BOSATT,Evig,Systrending,KVINNE,1960-11-16,3675
16916996296,BOSATT,Gylden,Avarisk,KVINNE,1969-11-16,3680
16926397811,BOSATT,Vidsynt,Klippe,KVINNE,1963-12-16,5003
16928799267,BOSATT,Nyttig,Frihet,KVINNE,1987-12-16,9310
16929799295,BOSATT,Tradisjonsbunden,Senat,KVINNE,1997-12-16,9440
17811499560,BOSATT,Hurtig,Råvare,MANN,2014-01-17,5108
17814397270,BOSATT,Inkonsekvent,Fant,KVINNE,1943-01-17,3660
17817498736,BOSATT,Stridlynt,Møll,MANN,1974-01-17,2409
17830749209,BOSATT,Elegant,Filosof,KVINNE,1907-03-17,9407
17834598329,BOSATT,Ufunksjonell,Graf,MANN,1945-03-17,6629
17837696747,BOSATT,Allsidig,Vaffel,MANN,1976-03-17,5523
17839598289,BOSATT,Eksakt,Ellipse,KVINNE,1995-03-17,1727
17840198766,BOSATT,Ryddig,Arbeidsdag,MANN,2001-04-17,2034
17844099037,BOSATT,Trofast,Komedie,KVINNE,1940-04-17,5943
17863548942,BOSATT,Ordentlig,Butikk,MANN,1935-06-17,1970
17871849560,BOSATT,Empirisk,Tunfisk,MANN,1918-07-17,4265
17877198219,BOSATT,Lysegul,Gyngestol,KVINNE,1971-07-17,2008
17878499255,BOSATT,Sannsynlig,Kjøttbolle,KVINNE,1984-07-17,3613
17878799127,BOSATT,Utgått,Ape,MANN,1987-07-17,1350
17878997824,BOSATT,Trekantet,Kortstokk,KVINNE,1989-07-17,5177
17880349376,BOSATT,Vrien,Direktør,MANN,1903-08-17,2618
17883149238,BOSATT,Grå,Avstand,KVINNE,1931-08-17,4372
17885898521,BOSATT,Vis,Dyrlege,MANN,1958-08-17,6630
17888897631,BOSATT,Frisk,Ekornhale,KVINNE,1988-08-17,4580
17892449686,BOSATT,Real,Husbåt,KVINNE,1924-09-17,3920
17895398446,BOSATT,Vis,Ripe,KVINNE,1953-09-17,7260
17896399268,BOSATT,Tilgivende,Arkiv,KVINNE,1963-09-17,5986
17896696920,BOSATT,Vissen,Skole,MANN,1966-09-17,5033
17915098592,BOSATT,Lys,Mamma,MANN,1950-11-17,0489
17915199054,BOSATT,Misfornøyd,Sol,KVINNE,1951-11-17,3515
17922149712,BOSATT,Fattig,Vals,MANN,1921-12-17,3611
17924495642,BOSATT,Egoistisk,Linselus,KVINNE,1944-12-17,7033
18812099554,BOSATT,Fast,Gaupe,MANN,2020-01-18,1163
18818197442,BOSATT,Glad,Aktuar,KVINNE,1981-01-18,2312
18819599889,BOSATT,Omsorgsfull,Flekk,KVINNE,1995-01-18,4950
18829099027,BOSATT,Varsom,Sol,KVINNE,1990-02-18,0368
18834697838,BOSATT,Aktpågivende,Mat,KVINNE,1946-03-18,6723
18837798899,BOSATT,Tydelig,Kjepphest,KVINNE,1977-03-18,5137
18844898653,BOSATT,Vertikal,Vandrefalk,KVINNE,1948-04-18,4828
18850798377,BOSATT,Refleksiv,Rist,MANN,2007-05-18,5108
18852547908,BOSATT,Moderne,Kasse,MANN,1925-05-18,1163
18857195201,BOSATT,Ulydig,Dagbot,KVINNE,1971-05-18,4311
18858897005,BOSATT,Presis,Andakt,KVINNE,1988-05-18,0598
18874099208,BOSATT,Rund,Fotosyntese,KVINNE,1940-07-18,1960
18874498811,BOSATT,Flat,Mandagsbil,KVINNE,1944-07-18,1482
18892649819,BOSATT,Typisk,Bakgrunn,KVINNE,1926-09-18,3616
